"species_id","aou","english_common_name","french_common_name","spanish_common_name","sporder","family","genus","species"
1248,5390,"McCown's Longspur","Plectrophane de McCown","Rhynchophanes mccownii","Passeriformes","Calcariidae","Rhynchophanes","mccownii"
1249,5340,"Snow Bunting","Plectrophane des neiges","Plectrophenax nivalis","Passeriformes","Calcariidae","Plectrophenax","nivalis"
1251,6740,"Ovenbird","Paruline couronnée","Seiurus aurocapilla","Passeriformes","Parulidae","Seiurus","aurocapilla"
1252,6390,"Worm-eating Warbler","Paruline vermivore","Helmitheros vermivorum","Passeriformes","Parulidae","Helmitheros","vermivorum"
1253,6760,"Louisiana Waterthrush","Paruline hochequeue","Parkesia motacilla","Passeriformes","Parulidae","Parkesia","motacilla"
1254,6750,"Northern Waterthrush","Paruline des ruisseaux","Parkesia noveboracensis","Passeriformes","Parulidae","Parkesia","noveboracensis"
1255,6420,"Golden-winged Warbler","Paruline à ailes dorées","Vermivora chrysoptera","Passeriformes","Parulidae","Vermivora","chrysoptera"
1256,6410,"Blue-winged Warbler","Paruline à ailes bleues","Vermivora cyanoptera","Passeriformes","Parulidae","Vermivora","cyanoptera"
1257,6412,"Brewster's Warbler (Golden-winged x Blue-winged)","Paruline de Brewster","Vermivora cyanoptera x chrysoptera","Passeriformes","Parulidae","Vermivora","cyanoptera x chrysoptera"
1258,6413,"Lawrence's Warbler (Golden-winged x Blue-winged)","Paruline de Lawrence","Vermivora chrysoptera x cyanoptera","Passeriformes","Parulidae","Vermivora","chrysoptera x cyanoptera"
1259,6360,"Black-and-white Warbler","Paruline noir et blanc","Mniotilta varia","Passeriformes","Parulidae","Mniotilta","varia"
1260,6370,"Prothonotary Warbler","Paruline orangée","Protonotaria citrea","Passeriformes","Parulidae","Protonotaria","citrea"
1261,6380,"Swainson's Warbler","Paruline de Swainson","Limnothlypis swainsonii","Passeriformes","Parulidae","Limnothlypis","swainsonii"
1263,6470,"Tennessee Warbler","Paruline obscure","Oreothlypis peregrina","Passeriformes","Parulidae","Oreothlypis","peregrina"
1264,6460,"Orange-crowned Warbler","Paruline verdâtre","Oreothlypis celata","Passeriformes","Parulidae","Oreothlypis","celata"
1266,6430,"Lucy's Warbler","Paruline de Lucy","Oreothlypis luciae","Passeriformes","Parulidae","Oreothlypis","luciae"
1267,6450,"Nashville Warbler","Paruline à joues grises","Oreothlypis ruficapilla","Passeriformes","Parulidae","Oreothlypis","ruficapilla"
1268,6440,"Virginia's Warbler","Paruline de Virginia","Oreothlypis virginiae","Passeriformes","Parulidae","Oreothlypis","virginiae"
1269,6780,"Connecticut Warbler","Paruline à gorge grise","Oporornis agilis","Passeriformes","Parulidae","Oporornis","agilis"
1271,6800,"MacGillivray's Warbler","Paruline des buissons","Geothlypis tolmiei","Passeriformes","Parulidae","Geothlypis","tolmiei"
1272,6790,"Mourning Warbler","Paruline triste","Geothlypis philadelphia","Passeriformes","Parulidae","Geothlypis","philadelphia"
1273,6770,"Kentucky Warbler","Paruline du Kentucky","Geothlypis formosa","Passeriformes","Parulidae","Geothlypis","formosa"
1277,6810,"Common Yellowthroat","Paruline masquée","Geothlypis trichas","Passeriformes","Parulidae","Geothlypis","trichas"
1279,6840,"Hooded Warbler","Paruline à capuchon","Setophaga citrina","Passeriformes","Parulidae","Setophaga","citrina"
1280,6870,"American Redstart","Paruline flamboyante","Setophaga ruticilla","Passeriformes","Parulidae","Setophaga","ruticilla"
1281,6700,"Kirtland's Warbler","Paruline de Kirtland","Setophaga kirtlandii","Passeriformes","Parulidae","Setophaga","kirtlandii"
1282,6500,"Cape May Warbler","Paruline tigrée","Setophaga tigrina","Passeriformes","Parulidae","Setophaga","tigrina"
1283,6580,"Cerulean Warbler","Paruline azurée","Setophaga cerulea","Passeriformes","Parulidae","Setophaga","cerulea"
1284,6480,"Northern Parula","Paruline à collier","Setophaga americana","Passeriformes","Parulidae","Setophaga","americana"
1285,6490,"Tropical Parula","Paruline à joues noires","Setophaga pitiayumi","Passeriformes","Parulidae","Setophaga","pitiayumi"
1286,6570,"Magnolia Warbler","Paruline à tête cendrée","Setophaga magnolia","Passeriformes","Parulidae","Setophaga","magnolia"
1287,6600,"Bay-breasted Warbler","Paruline à poitrine baie","Setophaga castanea","Passeriformes","Parulidae","Setophaga","castanea"
1288,6620,"Blackburnian Warbler","Paruline à gorge orangée","Setophaga fusca","Passeriformes","Parulidae","Setophaga","fusca"
1289,6520,"Yellow Warbler","Paruline jaune","Setophaga petechia","Passeriformes","Parulidae","Setophaga","petechia"
1290,6590,"Chestnut-sided Warbler","Paruline à flancs marron","Setophaga pensylvanica","Passeriformes","Parulidae","Setophaga","pensylvanica"
1291,6610,"Blackpoll Warbler","Paruline rayée","Setophaga striata","Passeriformes","Parulidae","Setophaga","striata"
1292,6540,"Black-throated Blue Warbler","Paruline bleue","Setophaga caerulescens","Passeriformes","Parulidae","Setophaga","caerulescens"
1293,6720,"Palm Warbler","Paruline à couronne rousse","Setophaga palmarum","Passeriformes","Parulidae","Setophaga","palmarum"
1294,6710,"Pine Warbler","Paruline des pins","Setophaga pinus","Passeriformes","Parulidae","Setophaga","pinus"
1295,6550,"(Myrtle Warbler) Yellow-rumped Warbler","Paruline à croupion jaune (groupe coronata)","Setophaga coronata coronata","Passeriformes","Parulidae","Setophaga","coronata coronata"
1296,6560,"(Audubon's Warbler) Yellow-rumped Warbler","Paruline à croupion jaune (groupe auduboni)","Setophaga coronata audoboni","Passeriformes","Parulidae","Setophaga","coronata audoboni"
1297,6556,"(unid. Myrtle/Audubon's) Yellow-rumped Warbler","Par. à croupion jaune (sous-espèce non identifié)","Setophaga coronata","Passeriformes","Parulidae","Setophaga","coronata"
1298,6630,"Yellow-throated Warbler","Paruline à gorge jaune","Setophaga dominica","Passeriformes","Parulidae","Setophaga","dominica"
1299,6730,"Prairie Warbler","Paruline des prés","Setophaga discolor","Passeriformes","Parulidae","Setophaga","discolor"
1300,6640,"Grace's Warbler","Paruline de Grace","Setophaga graciae","Passeriformes","Parulidae","Setophaga","graciae"
1301,6650,"Black-throated Gray Warbler","Paruline grise","Setophaga nigrescens","Passeriformes","Parulidae","Setophaga","nigrescens"
1302,6680,"Townsend's Warbler","Paruline de Townsend","Setophaga townsendi","Passeriformes","Parulidae","Setophaga","townsendi"
1303,6690,"Hermit Warbler","Paruline à tête jaune","Setophaga occidentalis","Passeriformes","Parulidae","Setophaga","occidentalis"
1304,6686,"hybrid Townsend's Warbler x Hermit Warbler","hybride Paruline de Townsend x à tête jaune","Icterus townsendi x occidentalis","Passeriformes","Icteridae","Icterus","townsendi x occidentalis"
1305,6685,"unid. Townsend's Warbler / Hermit Warbler","unid Paruline de Townsend / Paruline à tête jaune","Setophaga townsendi / occidentalis","Passeriformes","Parulidae","Setophaga","townsendi / occidentalis"
1306,6660,"Golden-cheeked Warbler","Paruline à dos noir","Setophaga chrysoparia","Passeriformes","Parulidae","Setophaga","chrysoparia"
1307,6670,"Black-throated Green Warbler","Paruline à gorge noire","Setophaga virens","Passeriformes","Parulidae","Setophaga","virens"
1312,6860,"Canada Warbler","Paruline du Canada","Cardellina canadensis","Passeriformes","Parulidae","Cardellina","canadensis"
1313,6850,"Wilson's Warbler","Paruline à calotte noire","Cardellina pusilla","Passeriformes","Parulidae","Cardellina","pusilla"
1314,6900,"Red-faced Warbler","Paruline à face rouge","Cardellina rubrifrons","Passeriformes","Parulidae","Cardellina","rubrifrons"
1317,6880,"Painted Redstart","Paruline à ailes blanches","Myioborus pictus","Passeriformes","Parulidae","Myioborus","pictus"
1319,6830,"Yellow-breasted Chat","Paruline polyglotte","Icteria virens","Passeriformes","Parulidae","Icteria","virens"
1352,5860,"Olive Sparrow","Tohi olive","Arremonops rufivirgatus","Passeriformes","Emberizidae","Arremonops","rufivirgatus"
1357,5900,"Green-tailed Towhee","Tohi à queue verte","Pipilo chlorurus","Passeriformes","Emberizidae","Pipilo","chlorurus"
1358,5880,"Spotted Towhee","Tohi tacheté","Pipilo maculatus","Passeriformes","Emberizidae","Pipilo","maculatus"
1359,5870,"Eastern Towhee","Tohi à flancs roux","Pipilo erythrophthalmus","Passeriformes","Emberizidae","Pipilo","erythrophthalmus"
1360,5871,"unid. Spotted Towhee / Eastern Towhee","unid Tohi tacheté / Tohi à flancs roux","Pipilo maculatus / erythrophthalmus","Passeriformes","Emberizidae","Pipilo","maculatus / erythrophthalmus"
1362,5800,"Rufous-crowned Sparrow","Tohi à calotte fauve","Aimophila ruficeps","Passeriformes","Emberizidae","Aimophila","ruficeps"
1367,5910,"Canyon Towhee","Tohi des canyons","Melozone fusca","Passeriformes","Emberizidae","Melozone","fusca"
1369,5911,"California Towhee","Tohi de Californie","Melozone crissalis","Passeriformes","Emberizidae","Melozone","crissalis"
1370,5920,"Abert's Towhee","Tohi d'Abert","Melozone aberti","Passeriformes","Emberizidae","Melozone","aberti"
1372,5790,"Rufous-winged Sparrow","Bruant à épaulettes","Peucaea carpalis","Passeriformes","Emberizidae","Peucaea","carpalis"
1376,5760,"Botteri's Sparrow","Bruant de Botteri","Peucaea botterii","Passeriformes","Emberizidae","Peucaea","botterii"
1377,5780,"Cassin's Sparrow","Bruant de Cassin","Peucaea cassinii","Passeriformes","Emberizidae","Peucaea","cassinii"
1378,5750,"Bachman's Sparrow","Bruant des pinèdes","Peucaea aestivalis","Passeriformes","Emberizidae","Peucaea","aestivalis"
1380,5590,"American Tree Sparrow","Bruant hudsonien","Spizelloides arborea","Passeriformes","Emberizidae","Spizelloides","arborea"
1381,5600,"Chipping Sparrow","Bruant familier","Spizella passerina","Passeriformes","Emberizidae","Spizella","passerina"
1382,5610,"Clay-colored Sparrow","Bruant des plaines","Spizella pallida","Passeriformes","Emberizidae","Spizella","pallida"
1383,5620,"Brewer's Sparrow","Bruant de Brewer","Spizella breweri","Passeriformes","Emberizidae","Spizella","breweri"
1384,5630,"Field Sparrow","Bruant des champs","Spizella pusilla","Passeriformes","Emberizidae","Spizella","pusilla"
1386,5650,"Black-chinned Sparrow","Bruant à menton noir","Spizella atrogularis","Passeriformes","Emberizidae","Spizella","atrogularis"
1387,5400,"Vesper Sparrow","Bruant vespéral","Pooecetes gramineus","Passeriformes","Emberizidae","Pooecetes","gramineus"
1388,5520,"Lark Sparrow","Bruant à joues marron","Chondestes grammacus","Passeriformes","Emberizidae","Chondestes","grammacus"
1390,5730,"Black-throated Sparrow","Bruant à gorge noire","Amphispiza bilineata","Passeriformes","Emberizidae","Amphispiza","bilineata"
1391,5738,"Sagebrush Sparrow","Bruant des armoises","Artemisiospiza nevadensis","Passeriformes","Emberizidae","Artemisiospiza","nevadensis"
1392,5739,"Bell's Sparrow","Bruant de Bell","Artemisiospiza belli","Passeriformes","Emberizidae","Artemisiospiza","belli"
1393,5740,"unid. Sagebrush Sparrow / Bell's Sparrow","unid Bruant des armoises / Burant de Bell","Artemisiospiza nevadensis / belli","Passeriformes","Emberizidae","Artemisiospiza","nevadensis / belli"
1394,6050,"Lark Bunting","Bruant noir et blanc","Calamospiza melanocorys","Passeriformes","Emberizidae","Calamospiza","melanocorys"
1395,5420,"Savannah Sparrow","Bruant des prés","Passerculus sandwichensis","Passeriformes","Emberizidae","Passerculus","sandwichensis"
1396,5460,"Grasshopper Sparrow","Bruant sauterelle","Ammodramus savannarum","Passeriformes","Emberizidae","Ammodramus","savannarum"
1397,5450,"Baird's Sparrow","Bruant de Baird","Ammodramus bairdii","Passeriformes","Emberizidae","Ammodramus","bairdii"
1398,5470,"Henslow's Sparrow","Bruant de Henslow","Ammodramus henslowii","Passeriformes","Emberizidae","Ammodramus","henslowii"
1399,5480,"Le Conte's Sparrow","Bruant de Le Conte","Ammodramus leconteii","Passeriformes","Emberizidae","Ammodramus","leconteii"
1400,5491,"Nelson's Sparrow","Bruant de Nelson","Ammodramus nelsoni","Passeriformes","Emberizidae","Ammodramus","nelsoni"
1401,5490,"Saltmarsh Sparrow","Bruant à queue aiguë","Ammodramus caudacutus","Passeriformes","Emberizidae","Ammodramus","caudacutus"
1402,5500,"Seaside Sparrow","Bruant maritime","Ammodramus maritimus","Passeriformes","Emberizidae","Ammodramus","maritimus"
1404,5850,"Fox Sparrow","Bruant fauve","Passerella iliaca","Passeriformes","Emberizidae","Passerella","iliaca"
1405,5810,"Song Sparrow","Bruant chanteur","Melospiza melodia","Passeriformes","Emberizidae","Melospiza","melodia"
1406,5830,"Lincoln's Sparrow","Bruant de Lincoln","Melospiza lincolnii","Passeriformes","Emberizidae","Melospiza","lincolnii"
1407,5840,"Swamp Sparrow","Bruant des marais","Melospiza georgiana","Passeriformes","Emberizidae","Melospiza","georgiana"
1409,5580,"White-throated Sparrow","Bruant à gorge blanche","Zonotrichia albicollis","Passeriformes","Emberizidae","Zonotrichia","albicollis"
1410,5530,"Harris's Sparrow","Bruant à face noire","Zonotrichia querula","Passeriformes","Emberizidae","Zonotrichia","querula"
1411,5540,"White-crowned Sparrow","Bruant à couronne blanche","Zonotrichia leucophrys","Passeriformes","Emberizidae","Zonotrichia","leucophrys"
1412,5570,"Golden-crowned Sparrow","Bruant à couronne dorée","Zonotrichia atricapilla","Passeriformes","Emberizidae","Zonotrichia","atricapilla"
1413,5670,"(Slate-colored Junco) Dark-eyed Junco","Junco ardoisé (groupe hyemalis)","Junco hyemalis hyemalis","Passeriformes","Emberizidae","Junco","hyemalis hyemalis"
1414,5671,"(Oregon Junco) Dark-eyed Junco","Junco ardoisé (groupe oreganus)","Junco hyemalis oreganus","Passeriformes","Emberizidae","Junco","hyemalis oreganus"
1415,5680,"(Pink-sided Junco) Dark-eyed Junco","Junco ardoisé (groupe mearnsi)","Junco hyemalis mearnsi","Passeriformes","Emberizidae","Junco","hyemalis mearnsi"
1416,5660,"(White-winged Junco) Dark-eyed Junco","Junco ardoisé (à ailes blanches)","Junco hyemalis aikeni","Passeriformes","Emberizidae","Junco","hyemalis aikeni"
1417,5690,"(Gray-headed Junco) Dark-eyed Junco","Junco ardoisé (à tête grise)","Junco hyemalis caniceps","Passeriformes","Emberizidae","Junco","hyemalis caniceps"
1418,5677,"(unid. race) Dark-eyed Junco","Junco ardoisé (groupe non identifié)","Junco hyemalis","Passeriformes","Emberizidae","Junco","hyemalis"
1420,5700,"Yellow-eyed Junco","Junco aux yeux jaunes","Junco phaeonotus","Passeriformes","Emberizidae","Junco","phaeonotus"
1432,6090,"Hepatic Tanager","Piranga orangé","Piranga flava","Passeriformes","Cardinalidae","Piranga","flava"
1433,6100,"Summer Tanager","Piranga vermillon","Piranga rubra","Passeriformes","Cardinalidae","Piranga","rubra"
1434,6080,"Scarlet Tanager","Piranga écarlate","Piranga olivacea","Passeriformes","Cardinalidae","Piranga","olivacea"
1435,6070,"Western Tanager","Piranga à tête rouge","Piranga ludoviciana","Passeriformes","Cardinalidae","Piranga","ludoviciana"
1443,5930,"Northern Cardinal","Cardinal rouge","Cardinalis cardinalis","Passeriformes","Cardinalidae","Cardinalis","cardinalis"
1444,5940,"Pyrrhuloxia","Cardinal pyrrhuloxia","Cardinalis sinuatus","Passeriformes","Cardinalidae","Cardinalis","sinuatus"
1445,5935,"unid. Northern Cardinal / Pyrrhuloxia","unid Cardinal rouge / Cardinal pyrrhuloxia","Cardinalis cardinalis / sinuatus","Passeriformes","Cardinalidae","Cardinalis","cardinalis / sinuatus"
1447,5950,"Rose-breasted Grosbeak","Cardinal à poitrine rose","Pheucticus ludovicianus","Passeriformes","Cardinalidae","Pheucticus","ludovicianus"
1448,5960,"Black-headed Grosbeak","Cardinal à tête noire","Pheucticus melanocephalus","Passeriformes","Cardinalidae","Pheucticus","melanocephalus"
1454,5970,"Blue Grosbeak","Guiraca bleu","Passerina caerulea","Passeriformes","Cardinalidae","Passerina","caerulea"
1455,5990,"Lazuli Bunting","Passerin azuré","Passerina amoena","Passeriformes","Cardinalidae","Passerina","amoena"
1456,5980,"Indigo Bunting","Passerin indigo","Passerina cyanea","Passeriformes","Cardinalidae","Passerina","cyanea"
1457,5986,"hybrid Lazuli Bunting x Indigo Bunting","hybride Passerin azuré x Passerin indigo","Passerina amoena x cyanea","Passeriformes","Cardinalidae","Passerina","amoena x cyanea"
1460,6000,"Varied Bunting","Passerin varié","Passerina versicolor","Passeriformes","Cardinalidae","Passerina","versicolor"
1461,6010,"Painted Bunting","Passerin nonpareil","Passerina ciris","Passeriformes","Cardinalidae","Passerina","ciris"
1462,6040,"Dickcissel","Dickcissel d'Amérique","Spiza americana","Passeriformes","Cardinalidae","Spiza","americana"
1463,4940,"Bobolink","Goglu des prés","Dolichonyx oryzivorus","Passeriformes","Icteridae","Dolichonyx","oryzivorus"
1464,4980,"Red-winged Blackbird","Carouge à épaulettes","Agelaius phoeniceus","Passeriformes","Icteridae","Agelaius","phoeniceus"
1465,5000,"Tricolored Blackbird","Carouge de Californie","Agelaius tricolor","Passeriformes","Icteridae","Agelaius","tricolor"
1467,5010,"Eastern Meadowlark","Sturnelle des prés","Sturnella magna","Passeriformes","Icteridae","Sturnella","magna"
1468,5011,"Western Meadowlark","Sturnelle de l'Ouest","Sturnella neglecta","Passeriformes","Icteridae","Sturnella","neglecta"
1469,5012,"unid. Eastern Meadowlark / Western Meadowlark","unid Sturnelle des prés / Sturnelle de l'Ouest","Sturnella magna / neglecta","Passeriformes","Icteridae","Sturnella","magna / neglecta"
1470,4970,"Yellow-headed Blackbird","Carouge à tête jaune","Xanthocephalus xanthocephalus","Passeriformes","Icteridae","Xanthocephalus","xanthocephalus"
1472,5090,"Rusty Blackbird","Quiscale rouilleux","Euphagus carolinus","Passeriformes","Icteridae","Euphagus","carolinus"
1473,5100,"Brewer's Blackbird","Quiscale de Brewer","Euphagus cyanocephalus","Passeriformes","Icteridae","Euphagus","cyanocephalus"
1474,5110,"Common Grackle","Quiscale bronzé","Quiscalus quiscula","Passeriformes","Icteridae","Quiscalus","quiscula"
1475,5130,"Boat-tailed Grackle","Quiscale des marais","Quiscalus major","Passeriformes","Icteridae","Quiscalus","major"
1476,5120,"Great-tailed Grackle","Quiscale à longue queue","Quiscalus mexicanus","Passeriformes","Icteridae","Quiscalus","mexicanus"
1477,5135,"unid. Boat-tailed Grackle / Great-tailed Grackle","unid Quiscale des marais / Quiscale à longue queue","Quiscalus major / mexicanus","Passeriformes","Icteridae","Quiscalus","major / mexicanus"
1478,4961,"Shiny Cowbird","Vacher luisant","Molothrus bonariensis","Passeriformes","Icteridae","Molothrus","bonariensis"
1479,4960,"Bronzed Cowbird","Vacher bronzé","Molothrus aeneus","Passeriformes","Icteridae","Molothrus","aeneus"
1480,4950,"Brown-headed Cowbird","Vacher à tête brune","Molothrus ater","Passeriformes","Icteridae","Molothrus","ater"
1482,4955,"unid. Bronzed Cowbird / Brown-headed Cowbird","unid Vacher bronzé / à tête brune","Molothrus aeneus / ater","Passeriformes","Icteridae","Molothrus","aeneus / ater"
1486,5060,"Orchard Oriole","Oriole des vergers","Icterus spurius","Passeriformes","Icteridae","Icterus","spurius"
1487,5050,"Hooded Oriole","Oriole masqué","Icterus cucullatus","Passeriformes","Icteridae","Icterus","cucullatus"
1491,5080,"Bullock's Oriole","Oriole de Bullock","Icterus bullockii","Passeriformes","Icteridae","Icterus","bullockii"
1493,5032,"Spot-breasted Oriole","Oriole maculé","Icterus pectoralis","Passeriformes","Icteridae","Icterus","pectoralis"
1494,5031,"Altamira Oriole","Oriole à gros bec","Icterus gularis","Passeriformes","Icteridae","Icterus","gularis"
1495,5030,"Audubon's Oriole","Oriole d'Audubon","Icterus graduacauda","Passeriformes","Icteridae","Icterus","graduacauda"
1496,5070,"Baltimore Oriole","Oriole de Baltimore","Icterus galbula","Passeriformes","Icteridae","Icterus","galbula"
1498,5077,"unid. Bullock's Oriole / Baltimore Oriole","unid Oriole de Baltimore / Oriole de Bullock's","Icterus bullockii / galbula","Passeriformes","Icteridae","Icterus","bullockii / galbula"
1500,5040,"Scott's Oriole","Oriole jaune-verdâtre","Icterus parisorum","Passeriformes","Icteridae","Icterus","parisorum"
