"Common_name","Scientific_name","Synonyms","Alt_common_names","SISRecID","genus","species","species_id","aou","english_common_name","sporder","family","nHabitats1","nHabitats2","index","major","marginal","suitable","weighted","Tol","OMI","volume"
"American Yellow Warbler","Setophaga petechia","Dendroica petechia","Golden Warbler, Yellow Warbler",22721657,"Setophaga","petechia",1289,6520,"Yellow Warbler","Passeriformes","Parulidae",3,4,0.823529411764706,0,0,4,2,1.025062808,1.260727196,2.07928439667259
"Chestnut-sided Warbler","Setophaga pensylvanica","Dendroica pensylvanica","",22721664,"Setophaga","pensylvanica",1290,6590,"Chestnut-sided Warbler","Passeriformes","Parulidae",3,3,0.882352941176471,0,0,3,2,0.164546879,2.524855503,0.504650889134344
"Blackpoll Warbler","Setophaga striata","Dendroica striata","",22721737,"Setophaga","striata",1291,6610,"Blackpoll Warbler","Passeriformes","Parulidae",2,3,0.882352941176471,1,0,2,2.33333333333333,0.92942734,6.936383836,0.527744003037205
"Black-throated Blue Warbler","Setophaga caerulescens","Dendroica caerulescens","",22721673,"Setophaga","caerulescens",1292,6540,"Black-throated Blue Warbler","Passeriformes","Parulidae",1,1,1,1,0,0,3,0.124830605,2.5552229,0.430684782646512
"Palm Warbler","Setophaga palmarum","Dendroica palmarum","",22721731,"Setophaga","palmarum",1293,6720,"Palm Warbler","Passeriformes","Parulidae",3,4,0.823529411764706,2,0,2,2.5,0.281622266,3.521797091,0.274958580239958
"Pine Warbler","Setophaga pinus","Dendroica pinus","",22721719,"Setophaga","pinus",1294,6710,"Pine Warbler","Passeriformes","Parulidae",1,1,1,1,0,0,3,1.01088946,5.373691483,1.46095061189175
"unknown",NA,NA,NA,103798425,"Setophaga","coronata coronata",1295,6550,"(Myrtle Warbler) Yellow-rumped Warbler","Passeriformes","Parulidae",1,2,0.941176470588235,2,0,0,3,1.250473627,3.847653162,0.465615234448602
"unknown",NA,NA,NA,103798482,"Setophaga","coronata audoboni",1296,6560,"(Audubon's Warbler) Yellow-rumped Warbler","Passeriformes","Parulidae",1,2,0.941176470588235,2,0,0,3,NA,NA,1.05542066453205
"Myrtle Warbler","Setophaga coronata","Dendroica coronata","",103798425,"Setophaga","coronata",1297,6556,"(unid. Myrtle/Audubon's) Yellow-rumped Warbler","Passeriformes","Parulidae",1,2,0.941176470588235,2,0,0,3,NA,NA,NA
"Yellow-throated Warbler","Setophaga dominica","Dendroica dominica","",22724793,"Setophaga","dominica",1298,6630,"Yellow-throated Warbler","Passeriformes","Parulidae",2,2,0.941176470588235,2,0,0,3,0.521936718,4.040777061,0.702030936121724
"Prairie Warbler","Setophaga discolor","Dendroica discolor","",22721725,"Setophaga","discolor",1299,6730,"Prairie Warbler","Passeriformes","Parulidae",3,3,0.882352941176471,1,0,2,2.33333333333333,0.591472624,3.874069786,1.07124309937206
"Black-throated Grey Warbler","Setophaga nigrescens","Dendroica nigrescens","Black-throated Gray Warbler",22721679,"Setophaga","nigrescens",1301,6650,"Black-throated Gray Warbler","Passeriformes","Parulidae",2,2,0.941176470588235,1,0,1,2.5,1.096216595,6.430476842,0.99330775560172
"Townsend's Warbler","Setophaga townsendi","Dendroica townsendi","",22721683,"Setophaga","townsendi",1302,6680,"Townsend's Warbler","Passeriformes","Parulidae",1,1,1,1,0,0,3,1.136130346,5.981542393,0.892618093913934
"Hermit Warbler","Setophaga occidentalis","Dendroica occidentalis","",22721686,"Setophaga","occidentalis",1303,6690,"Hermit Warbler","Passeriformes","Parulidae",1,1,1,1,0,0,3,0.463110722,10.20622586,0.428051989344092
"unknown",NA,NA,NA,NA,"Icterus","townsendi x occidentalis",1304,6686,"hybrid Townsend's Warbler x Hermit Warbler","Passeriformes","Icteridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"unknown",NA,NA,NA,NA,"Setophaga","townsendi / occidentalis",1305,6685,"unid. Townsend's Warbler / Hermit Warbler","Passeriformes","Parulidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black-throated Green Warbler","Setophaga virens","Dendroica virens","",22721689,"Setophaga","virens",1307,6670,"Black-throated Green Warbler","Passeriformes","Parulidae",2,2,0.941176470588235,1,0,1,2.5,0.169136973,2.220158109,0.560179102374297
"Canada Warbler","Cardellina canadensis","Wilsonia canadensis","",22721882,"Cardellina","canadensis",1312,6860,"Canada Warbler","Passeriformes","Parulidae",1,2,0.941176470588235,2,0,0,3,0.160740776,2.586435916,0.413410235411858
"Wilson's Warbler","Cardellina pusilla","Wilsonia pusilla","",22721879,"Cardellina","pusilla",1313,6850,"Wilson's Warbler","Passeriformes","Parulidae",4,7,0.647058823529412,0,0,7,2,0.867443808,4.077465074,1.64552398405888
"Yellow-breasted Chat","Icteria virens","","",22722057,"Icteria","virens",1319,6830,"Yellow-breasted Chat","Passeriformes","Parulidae",2,5,0.764705882352941,1,0,4,2.2,1.514439484,3.877116967,2.43426400207288
"Green-tailed Towhee","Pipilo chlorurus","","",22721304,"Pipilo","chlorurus",1357,5900,"Green-tailed Towhee","Passeriformes","Emberizidae",2,5,0.764705882352941,2,0,3,2.4,0.61851589,10.2170435,0.582441024716431
"Spotted Towhee","Pipilo maculatus","","",103772680,"Pipilo","maculatus",1358,5880,"Spotted Towhee","Passeriformes","Emberizidae",3,6,0.705882352941176,1,0,5,2.16666666666667,1.065415871,3.719501827,1.68870330561399
"Eastern Towhee","Pipilo erythrophthalmus","","",22721310,"Pipilo","erythrophthalmus",1359,5870,"Eastern Towhee","Passeriformes","Emberizidae",3,6,0.705882352941176,1,0,5,2.16666666666667,1.255019349,4.298879009,1.32654727358922
"unknown",NA,NA,NA,NA,"Pipilo","maculatus / erythrophthalmus",1360,5871,"unid. Spotted Towhee / Eastern Towhee","Passeriformes","Emberizidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rufous-crowned Sparrow","Aimophila ruficeps","","",22721288,"Aimophila","ruficeps",1362,5800,"Rufous-crowned Sparrow","Passeriformes","Emberizidae",3,3,0.882352941176471,0,0,3,2,0.573144069,6.541632138,0.358169946468678
"Canyon Towhee","Melozone fusca","Pipilo fuscus","",22721331,"Melozone","fusca",1367,5910,"Canyon Towhee","Passeriformes","Emberizidae",1,3,0.882352941176471,1,0,2,2.33333333333333,0.405600321,7.475364004,0.664817940897915
"California Towhee","Melozone crissalis","Pipilo crissalis","",22721323,"Melozone","crissalis",1369,5911,"California Towhee","Passeriformes","Emberizidae",2,5,0.764705882352941,1,0,4,2.2,0.195762731,5.483517785,NA
"Cassin's Sparrow","Peucaea cassinii","Aimophila cassinii","",22721272,"Peucaea","cassinii",1377,5780,"Cassin's Sparrow","Passeriformes","Emberizidae",2,2,0.941176470588235,0,0,2,2,0.249722238,7.028941844,0.706756416164615
"Bachman's Sparrow","Peucaea aestivalis","Aimophila aestivalis","",22721256,"Peucaea","aestivalis",1378,5750,"Bachman's Sparrow","Passeriformes","Emberizidae",2,3,0.882352941176471,2,0,1,2.66666666666667,0.140304415,10.60184426,0.366838555487394
"Chipping Sparrow","Spizella passerina","","",22721162,"Spizella","passerina",1381,5600,"Chipping Sparrow","Passeriformes","Emberizidae",4,8,0.588235294117647,0,0,8,2,0.781101295,0.366438601,2.25880979302806
"Clay-colored Sparrow","Spizella pallida","","Clay-coloured Sparrow",22721165,"Spizella","pallida",1382,5610,"Clay-colored Sparrow","Passeriformes","Emberizidae",4,5,0.764705882352941,0,0,5,2,0.212103774,5.966264625,0.614194187181995
"Brewer's Sparrow","Spizella breweri","","",22734705,"Spizella","breweri",1383,5620,"Brewer's Sparrow","Passeriformes","Emberizidae",1,1,1,1,0,0,3,0.390908322,9.37272559,0.956723533686212
"Field Sparrow","Spizella pusilla","","",22721179,"Spizella","pusilla",1384,5630,"Field Sparrow","Passeriformes","Emberizidae",4,4,0.823529411764706,0,0,4,2,0.531877201,1.407385674,1.42414474778179
"Black-chinned Sparrow","Spizella atrogularis","","",22721185,"Spizella","atrogularis",1386,5650,"Black-chinned Sparrow","Passeriformes","Emberizidae",1,1,1,1,0,0,3,0.331299379,9.472270922,NA
"Vesper Sparrow","Pooecetes gramineus","","",22721188,"Pooecetes","gramineus",1387,5400,"Vesper Sparrow","Passeriformes","Emberizidae",3,4,0.823529411764706,1,0,3,2.25,1.13157477,3.54160538,1.78651493683922
"Lark Sparrow","Chondestes grammacus","","",22721191,"Chondestes","grammacus",1388,5520,"Lark Sparrow","Passeriformes","Emberizidae",3,4,0.823529411764706,1,0,3,2.25,1.057654225,3.122304815,2.1865752895884
"Black-throated Sparrow","Amphispiza bilineata","","",22721194,"Amphispiza","bilineata",1390,5730,"Black-throated Sparrow","Passeriformes","Emberizidae",2,2,0.941176470588235,1,0,1,2.5,0.695068077,12.44326636,1.19736077118512
"Sagebrush Sparrow","Artemisiospiza nevadensis","","",103780166,"Artemisiospiza","nevadensis",1391,5738,"Sagebrush Sparrow","Passeriformes","Emberizidae",1,1,1,1,0,0,3,NA,NA,0.31097242273215
"unknown",NA,NA,NA,NA,"Artemisiospiza","nevadensis / belli",1393,5740,"unid. Sagebrush Sparrow / Bell's Sparrow","Passeriformes","Emberizidae",NA,NA,NA,NA,NA,NA,NA,0.512228084,10.84127493,NA
"Lark Bunting","Calamospiza melanocorys","","",22721049,"Calamospiza","melanocorys",1394,6050,"Lark Bunting","Passeriformes","Emberizidae",2,2,0.941176470588235,1,0,1,2.5,0.223578916,5.235452993,1.08982965679944
"Savannah Sparrow","Passerculus sandwichensis","","",103780243,"Passerculus","sandwichensis",1395,5420,"Savannah Sparrow","Passeriformes","Emberizidae",6,13,0.294117647058823,1,0,12,2.07692307692308,1.074942128,2.660240319,1.5863933246516
"Grasshopper Sparrow","Ammodramus savannarum","","",22721144,"Ammodramus","savannarum",1396,5460,"Grasshopper Sparrow","Passeriformes","Emberizidae",3,5,0.764705882352941,0,0,5,2,0.648038201,0.888096334,2.04589142174994
"unknown",NA,NA,NA,22721141,"Ammodramus","bairdii",1397,5450,"Baird's Sparrow","Passeriformes","Emberizidae",1,1,1,1,0,0,3,0.095048673,5.76520358,NA
"unknown",NA,NA,NA,22721138,"Ammodramus","henslowii",1398,5470,"Henslow's Sparrow","Passeriformes","Emberizidae",3,3,0.882352941176471,1,0,2,2.33333333333333,0.064913309,1.249446228,0.801347297458915
"unknown",NA,NA,NA,22721135,"Ammodramus","leconteii",1399,5480,"Le Conte's Sparrow","Passeriformes","Emberizidae",2,2,0.941176470588235,2,0,0,3,0.158191092,6.204479114,0.272779094541808
"unknown",NA,NA,NA,22728393,"Ammodramus","nelsoni",1400,5491,"Nelson's Sparrow","Passeriformes","Emberizidae",1,2,0.941176470588235,2,0,0,3,0.591368444,4.880012767,0.272735563257053
"unknown",NA,NA,NA,22721123,"Ammodramus","maritimus",1402,5500,"Seaside Sparrow","Passeriformes","Emberizidae",1,1,1,1,0,0,3,0.432129342,4.507832918,NA
"Red Fox-sparrow","Passerella iliaca","","",103779110,"Passerella","iliaca",1404,5850,"Fox Sparrow","Passeriformes","Emberizidae",2,4,0.823529411764706,1,0,3,2.25,0.859304864,4.505949131,2.00816767279082
"Song Sparrow","Melospiza melodia","Zonotrichia melodia","",22721058,"Melospiza","melodia",1405,5810,"Song Sparrow","Passeriformes","Emberizidae",5,10,0.470588235294118,2,0,8,2.2,0.614205448,0.829345396,1.95837611935603
"Lincoln's Sparrow","Melospiza lincolnii","Zonotrichia lincolnii","",22721064,"Melospiza","lincolnii",1406,5830,"Lincoln's Sparrow","Passeriformes","Emberizidae",3,6,0.705882352941176,0,0,6,2,1.048972641,5.472799364,1.04772952908624
"Swamp Sparrow","Melospiza georgiana","Zonotrichia georgiana","",22721070,"Melospiza","georgiana",1407,5840,"Swamp Sparrow","Passeriformes","Emberizidae",1,4,0.823529411764706,0,0,4,2,0.272145802,2.521314336,0.522214333988891
"White-throated Sparrow","Zonotrichia albicollis","","",22721085,"Zonotrichia","albicollis",1409,5580,"White-throated Sparrow","Passeriformes","Emberizidae",2,3,0.882352941176471,0,0,3,2,0.135304425,3.454441063,0.447867566417406
"White-crowned Sparrow","Zonotrichia leucophrys","","",22721088,"Zonotrichia","leucophrys",1411,5540,"White-crowned Sparrow","Passeriformes","Emberizidae",4,5,0.764705882352941,0,0,5,2,2.39581225,7.216386599,1.50926277353827
"Golden-crowned Sparrow","Zonotrichia atricapilla","","",22721091,"Zonotrichia","atricapilla",1412,5570,"Golden-crowned Sparrow","Passeriformes","Emberizidae",3,5,0.764705882352941,0,0,5,2,0.258769855,9.066936452,NA
"unknown",NA,NA,NA,NA,"Junco","hyemalis hyemalis",1413,5670,"(Slate-colored Junco) Dark-eyed Junco","Passeriformes","Emberizidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.467075543979051
"unknown",NA,NA,NA,NA,"Junco","hyemalis oreganus",1414,5671,"(Oregon Junco) Dark-eyed Junco","Passeriformes","Emberizidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.788995011462364
"unknown",NA,NA,NA,NA,"Junco","hyemalis mearnsi",1415,5680,"(Pink-sided Junco) Dark-eyed Junco","Passeriformes","Emberizidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"unknown",NA,NA,NA,NA,"Junco","hyemalis aikeni",1416,5660,"(White-winged Junco) Dark-eyed Junco","Passeriformes","Emberizidae",NA,NA,NA,NA,NA,NA,NA,1.165123254,3.673928021,NA
"unknown",NA,NA,NA,NA,"Junco","hyemalis caniceps",1417,5690,"(Gray-headed Junco) Dark-eyed Junco","Passeriformes","Emberizidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dark-eyed Junco","Junco hyemalis","","",22721097,"Junco","hyemalis",1418,5677,"(unid. race) Dark-eyed Junco","Passeriformes","Emberizidae",1,2,0.941176470588235,0,0,2,2,NA,NA,NA
"Red Tanager","Piranga flava","","",103811599,"Piranga","flava",1432,6090,"Hepatic Tanager","Passeriformes","Cardinalidae",3,6,0.705882352941176,0,0,6,2,0.104669147,9.050921667,NA
"Summer Tanager","Piranga rubra","","",22722456,"Piranga","rubra",1433,6100,"Summer Tanager","Passeriformes","Cardinalidae",1,2,0.941176470588235,0,0,2,2,0.623351625,5.397428391,0.787775337462474
"Scarlet Tanager","Piranga olivacea","","",22722466,"Piranga","olivacea",1434,6080,"Scarlet Tanager","Passeriformes","Cardinalidae",2,4,0.823529411764706,1,0,3,2.25,0.104476479,1.395029261,0.820469832118523
"Western Tanager","Piranga ludoviciana","","",22722471,"Piranga","ludoviciana",1435,6070,"Western Tanager","Passeriformes","Cardinalidae",1,2,0.941176470588235,1,0,1,2.5,0.836442449,5.3411236,1.06592873601814
"Northern Cardinal","Cardinalis cardinalis","","",22723819,"Cardinalis","cardinalis",1443,5930,"Northern Cardinal","Passeriformes","Cardinalidae",4,8,0.588235294117647,1,0,7,2.125,1.068063539,3.391156058,1.67687367421953
"Pyrrhuloxia","Cardinalis sinuatus","","",22723825,"Cardinalis","sinuatus",1444,5940,"Pyrrhuloxia","Passeriformes","Cardinalidae",1,3,0.882352941176471,1,0,2,2.33333333333333,0.225755099,10.31874797,0.239955963607713
"Rose-breasted Grosbeak","Pheucticus ludovicianus","","",22723813,"Pheucticus","ludovicianus",1447,5950,"Rose-breasted Grosbeak","Passeriformes","Cardinalidae",1,2,0.941176470588235,2,0,0,3,0.283961607,1.947735345,0.652114922410248
"Black-headed Grosbeak","Pheucticus melanocephalus","","",22723816,"Pheucticus","melanocephalus",1448,5960,"Black-headed Grosbeak","Passeriformes","Cardinalidae",1,4,0.823529411764706,2,0,2,2.5,0.937194733,4.425723501,1.7092683628502
"Blue Grosbeak","Passerina caerulea","Guiraca caerulea","",22723939,"Passerina","caerulea",1454,5970,"Blue Grosbeak","Passeriformes","Cardinalidae",3,4,0.823529411764706,1,0,3,2.25,1.242707374,3.260680428,1.51627199256147
"Lazuli Bunting","Passerina amoena","","",22723948,"Passerina","amoena",1455,5990,"Lazuli Bunting","Passeriformes","Cardinalidae",2,3,0.882352941176471,2,0,1,2.66666666666667,0.937941795,4.082330441,1.34133833199476
"Indigo Bunting","Passerina cyanea","","",22723951,"Passerina","cyanea",1456,5980,"Indigo Bunting","Passeriformes","Cardinalidae",2,2,0.941176470588235,1,0,1,2.5,0.616412621,2.242278387,1.59713989762623
"Painted Bunting","Passerina ciris","","",22723957,"Passerina","ciris",1461,6010,"Painted Bunting","Passeriformes","Cardinalidae",2,2,0.941176470588235,2,0,0,3,0.272104868,6.125475391,0.773270218583691
"Dickcissel","Spiza americana","","",22723796,"Spiza","americana",1462,6040,"Dickcissel","Passeriformes","Cardinalidae",2,3,0.882352941176471,1,0,2,2.33333333333333,0.237939958,1.675167993,1.36135443285451
"Bobolink","Dolichonyx oryzivorus","","",22724367,"Dolichonyx","oryzivorus",1463,4940,"Bobolink","Passeriformes","Icteridae",2,2,0.941176470588235,1,0,1,2.5,0.340107043,2.063673173,0.783162974908294
"Red-winged Blackbird","Agelaius phoeniceus","","",22724191,"Agelaius","phoeniceus",1464,4980,"Red-winged Blackbird","Passeriformes","Icteridae",1,1,1,1,0,0,3,0.687206734,0.536031202,2.80232030755872
"Tricolored Blackbird","Agelaius tricolor","","Tricoloured Blackbird",22724196,"Agelaius","tricolor",1465,5000,"Tricolored Blackbird","Passeriformes","Icteridae",2,2,0.941176470588235,2,0,0,3,NA,NA,0.0645430306714841
"Eastern Meadowlark","Sturnella magna","","",22735434,"Sturnella","magna",1467,5010,"Eastern Meadowlark","Passeriformes","Icteridae",3,6,0.705882352941176,0,0,6,2,0.948144393,1.831046553,1.67227281821894
"Western Meadowlark","Sturnella neglecta","","",22724256,"Sturnella","neglecta",1468,5011,"Western Meadowlark","Passeriformes","Icteridae",3,5,0.764705882352941,0,0,5,2,0.755391965,3.151370635,2.36085715863351
"unknown",NA,NA,NA,NA,"Sturnella","magna / neglecta",1469,5012,"unid. Eastern Meadowlark / Western Meadowlark","Passeriformes","Icteridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51796098632009
"Yellow-headed Blackbird","Xanthocephalus xanthocephalus","","",22724169,"Xanthocephalus","xanthocephalus",1470,4970,"Yellow-headed Blackbird","Passeriformes","Icteridae",1,1,1,1,0,0,3,0.363683438,3.657978012,2.22586452313195
"Rusty Blackbird","Euphagus carolinus","","",22724329,"Euphagus","carolinus",1472,5090,"Rusty Blackbird","Passeriformes","Icteridae",1,2,0.941176470588235,2,0,0,3,1.038541327,5.784813761,0.452861316330791
"Brewer's Blackbird","Euphagus cyanocephalus","","",22724332,"Euphagus","cyanocephalus",1473,5100,"Brewer's Blackbird","Passeriformes","Icteridae",3,6,0.705882352941176,0,0,6,2,1.580961709,2.491170288,1.88398497172836
"Common Grackle","Quiscalus quiscula","","",22724320,"Quiscalus","quiscula",1474,5110,"Common Grackle","Passeriformes","Icteridae",4,7,0.647058823529412,0,0,7,2,0.558102149,1.15736578,2.00811023962257
"Boat-tailed Grackle","Quiscalus major","","",22724311,"Quiscalus","major",1475,5130,"Boat-tailed Grackle","Passeriformes","Icteridae",2,3,0.882352941176471,3,0,0,3,0.310012713,11.56569694,0.313259422104446
"Great-tailed Grackle","Quiscalus mexicanus","","",22724308,"Quiscalus","mexicanus",1476,5120,"Great-tailed Grackle","Passeriformes","Icteridae",4,11,0.411764705882353,0,0,11,2,0.843842668,8.703507423,1.3168564597145
"Shiny Cowbird","Molothrus bonariensis","","",22724345,"Molothrus","bonariensis",1478,4961,"Shiny Cowbird","Passeriformes","Icteridae",4,7,0.647058823529412,2,0,5,2.28571428571429,NA,NA,NA
"Bronzed Cowbird","Molothrus aeneus","","",22732035,"Molothrus","aeneus",1479,4960,"Bronzed Cowbird","Passeriformes","Icteridae",1,2,0.941176470588235,0,0,2,2,0.335029307,9.962702996,0.383646932664985
"Brown-headed Cowbird","Molothrus ater","","",22724354,"Molothrus","ater",1480,4950,"Brown-headed Cowbird","Passeriformes","Icteridae",2,4,0.823529411764706,0,0,4,2,0.941716143,0.263418275,2.85520486771783
"Orchard Oriole","Icterus spurius","","",103793298,"Icterus","spurius",1486,5060,"Orchard Oriole","Passeriformes","Icteridae",3,3,0.882352941176471,0,0,3,2,1.46527319,2.757402658,1.59192088472923
"Hooded Oriole","Icterus cucullatus","","",22724131,"Icterus","cucullatus",1487,5050,"Hooded Oriole","Passeriformes","Icteridae",1,1,1,1,0,0,3,0.453611615,8.278530596,NA
"Bullock's Oriole","Icterus bullockii","","",22729123,"Icterus","bullockii",1491,5080,"Bullock's Oriole","Passeriformes","Icteridae",2,3,0.882352941176471,0,0,3,2,0.78915891,2.892948196,1.82382880683112
"Baltimore Oriole","Icterus galbula","","",22724126,"Icterus","galbula",1496,5070,"Baltimore Oriole","Passeriformes","Icteridae",3,4,0.823529411764706,0,0,4,2,0.280286795,1.04363089,1.03644692499074
"unknown",NA,NA,NA,NA,"Icterus","bullockii / galbula",1498,5077,"unid. Bullock's Oriole / Baltimore Oriole","Passeriformes","Icteridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.802312407001564
"Scott's Oriole","Icterus parisorum","","",22724160,"Icterus","parisorum",1500,5040,"Scott's Oriole","Passeriformes","Icteridae",2,3,0.882352941176471,1,0,2,2.33333333333333,0.509382493,11.18999153,1.93320102429462
